Date,Month,Day,DayWeek,WeekDay,Hour,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
07-mar-15,3,7,sáb,7,7,1.52,18.3,32.3,50.6,8,67,28,728.3,0,73,0.037,6.49,5.9,119
07-mar-15,3,7,sáb,7,8,1.52,18.2,28.5,46.7,14,79,24,728.5,0,70,0.093,6.98,7.2,114
07-mar-15,3,7,sáb,7,9,1.38,9.9,19.3,29.2,24,87,21,728.9,0,67,0.184,7.74,6.7,99
07-mar-15,3,7,sáb,7,10,1.4,9.9,17.2,27.1,31,63,7,729.2,0,57,0.285,8.74,7.5,108
07-mar-15,3,7,sáb,7,14,1.29,9.1,12.7,21.8,40,52,24,726.6,0,51,0.424,12.86,9.4,108
07-mar-15,3,7,sáb,7,15,1.32,9.4,13.6,23,40,57,7,726.1,0,51,0.353,13.57,9.3,116
07-mar-15,3,7,sáb,7,16,1.51,9.4,16.9,26.3,34,62,15,725.7,0,54,0.08,13.36,10.2,120
07-mar-15,3,7,sáb,7,17,1.45,7.8,18.2,26,31,65,14,725.4,0,57,0.042,13.24,9.8,95
07-mar-15,3,7,sáb,7,18,1.57,7.3,18.2,25.5,31,80,11,725.7,0,61,0.013,12.56,8,73
07-mar-15,3,7,sáb,7,19,1.53,9.5,24,33.5,26,83,42,725.7,0,64,0,12.17,6.3,74
07-mar-15,3,7,sáb,7,20,1.64,8,27,35,23,82,54,725.5,0,68,0,11.32,4.9,82
07-mar-15,3,7,sáb,7,21,1.65,7.1,36.1,43.2,15,105,28,725.7,0,70,0,11.28,3.6,37
07-mar-15,3,7,sáb,7,22,1.57,7,36.6,43.6,14,85,13,726.1,0,70,0,11.47,3.8,345
07-mar-15,3,7,sáb,7,23,1.98,14.7,47.2,61.9,5,88,26,727.1,0,69,0,11.85,3.8,273
08-mar-15,3,8,dom,1,0,1.82,12.1,40.6,52.7,7,107,45,726.4,0,70,0,11.74,3,33
08-mar-15,3,8,dom,1,1,1.67,7.9,37.1,45,8,94,26,725.5,0,72,0,11.47,2.6,99
08-mar-15,3,8,dom,1,2,1.42,4.3,27.4,31.7,13,84,29,724.9,0,75,0,10.95,2.8,39
08-mar-15,3,8,dom,1,3,1.57,7.5,37.6,45.1,5,66,5,724.1,0,77,0,10.73,2.9,72
08-mar-15,3,8,dom,1,4,1.59,9,37.1,46.1,4,91,27,723.6,0,80,0,10.74,4.6,126
08-mar-15,3,8,dom,1,5,1.53,6.4,30.1,36.5,9,77,43,723.3,0,79,0,10.79,7.1,122
08-mar-15,3,8,dom,1,6,1.41,4.4,20.4,24.8,20,86,33,723.5,0,78,0,10.9,7.1,117
08-mar-15,3,8,dom,1,7,1.47,6.4,22.3,28.7,20,61,6,724,0,79,0.006,10.8,4.9,92
08-mar-15,3,8,dom,1,9,1.45,8.6,22.7,31.3,25,62,30,724.5,0,79,0.08,11.23,4.9,97
08-mar-15,3,8,dom,1,11,1.68,11,27.8,38.8,27,64,31,724,0,72,0.271,14.43,3.5,336
08-mar-15,3,8,dom,1,12,1.6,9.5,25.6,35.1,32,76,19,723.1,0,69,0.317,15.18,4.1,17
08-mar-15,3,8,dom,1,13,1.5,8,18.6,26.6,39,95,38,721.9,0,68,0.234,15.29,4.3,86
08-mar-15,3,8,dom,1,14,1.59,10.2,18.8,29,36,86,7,720.9,0,68,0.297,15.67,5.6,74
08-mar-15,3,8,dom,1,16,1.53,9.6,21.9,31.5,31,88,31,719.9,0,70,0.171,15.39,6.3,75
08-mar-15,3,8,dom,1,17,1.56,7.9,22.3,30.2,27,80,26,719.8,0,75,0.052,14.35,5.9,82
08-mar-15,3,8,dom,1,18,1.59,8.6,21.3,29.9,23,82,28,719.7,0,80,0.009,13.5,6.8,106
08-mar-15,3,8,dom,1,19,1.73,9.3,25.9,35.2,18,78,37,720,0,82,0,13.06,5.3,116
08-mar-15,3,8,dom,1,20,1.85,9.1,35.8,44.9,8,89,36,720.9,0.05,86,0,12.33,4.1,136
08-mar-15,3,8,dom,1,21,1.98,15.9,41,56.9,3,100,67,720.8,0.04,90,0,12.05,4.3,103
08-mar-15,3,8,dom,1,22,2.05,30.9,40.9,71.8,2,103,63,720.1,0.01,93,0.001,11.97,3.4,164
08-mar-15,3,8,dom,1,23,2.11,25.4,39.8,65.2,3,99,50,719.6,0,94,0.002,12.31,2.3,212
09-mar-15,3,9,lun,2,0,1.97,15.6,37.5,53.1,3,91,52,718.8,0,93,0,12.46,3.7,85
09-mar-15,3,9,lun,2,1,1.5,4.1,24.1,28.2,6,87,49,718.6,0,94,0,11.41,3.9,74
09-mar-15,3,9,lun,2,2,1.5,3.2,19.8,23,9,92,46,718.3,0,95,0,11.3,2.2,314
09-mar-15,3,9,lun,2,3,1.65,4.3,26.2,30.5,5,86,54,717.8,0.01,95,0.121,11.56,2.5,321
09-mar-15,3,9,lun,2,9,3.14,111.3,44.1,155.4,4,49,22,717.8,0,94,0.158,15.06,3.3,130
09-mar-15,3,9,lun,2,14,1.48,6.9,13.7,20.6,45,86,14,715.3,0,64,0.455,22.19,10.5,99
09-mar-15,3,9,lun,2,15,1.46,5.9,13.7,19.6,41,86,11,715,0,64,0.304,22.14,11.6,101
09-mar-15,3,9,lun,2,16,1.47,6.6,14.9,21.5,38,92,13,715,0,64,0.142,21.83,12.2,105
09-mar-15,3,9,lun,2,17,1.55,6.9,20.7,27.6,30,92,17,715.3,0,68,0.036,21.27,10.2,97
09-mar-15,3,9,lun,2,18,1.66,12,29.2,41.2,16,110,10,715.8,0,69,0.008,20.11,6.7,75
09-mar-15,3,9,lun,2,19,1.79,14.2,33,47.2,9,105,22,716.3,0,71,0,19.49,6.6,87
09-mar-15,3,9,lun,2,20,1.69,12.5,33.6,46.1,8,105,13,716.9,0,75,0,19.13,7.2,106
09-mar-15,3,9,lun,2,21,1.64,11.2,27.6,38.8,12,135,25,717.3,0,80,0,18.71,7.2,97
09-mar-15,3,9,lun,2,22,1.55,6.3,23.4,29.7,14,114,28,717.9,0,84,0,18.26,8.4,101
09-mar-15,3,9,lun,2,23,1.44,4.9,15,19.9,19,80,19,718.2,0,87,0,17.82,8.5,124
10-mar-15,3,10,mar,3,0,1.36,3.8,10.3,14.1,21,49,13,718.2,0,89,0,17.37,7.6,115
10-mar-15,3,10,mar,3,1,1.28,2.8,8.1,10.9,22,26,5,718.3,0,90,0,16.96,3.1,115
10-mar-15,3,10,mar,3,4,1.25,3.1,8.2,11.3,19,31,13,717.8,0,88,0,16.19,5.6,323
10-mar-15,3,10,mar,3,5,1.32,3.9,14.3,18.2,13,29,9,718.1,0,89,0,16.01,6.4,355
10-mar-15,3,10,mar,3,6,1.45,8.5,22,30.5,7,45,11,718.6,0,90,0,15.84,4.8,359
10-mar-15,3,10,mar,3,7,1.72,18.8,25.3,44.1,5,62,16,719.1,0,90,0.006,15.93,5.5,344
10-mar-15,3,10,mar,3,8,1.65,15,21.4,36.4,8,78,19,719.5,0,89,0.064,16.15,6.6,2
10-mar-15,3,10,mar,3,9,1.56,11.9,18.5,30.4,9,85,15,720.2,0,90,0.061,16.38,5.5,8
10-mar-15,3,10,mar,3,10,1.45,7.1,17.9,25,14,69,6,720.5,0,87,0.065,16.65,6.2,8
10-mar-15,3,10,mar,3,11,1.63,14.8,21.4,36.2,12,61,19,720.5,0.01,89,0.077,16.1,6.3,103
10-mar-15,3,10,mar,3,12,1.89,15.6,22.9,38.5,13,50,18,720.3,0.08,93,0.075,15.76,6,123
10-mar-15,3,10,mar,3,13,1.65,14.3,21.2,35.5,12,30,14,719.8,0.02,94,0.06,15.82,5.8,109
10-mar-15,3,10,mar,3,14,1.72,12.8,21.2,34,14,54,11,719.5,0.02,94,0.073,16.02,7.4,130
10-mar-15,3,10,mar,3,15,1.71,13.9,23.3,37.2,13,58,20,719.4,0.04,94,0.067,15.97,6.9,124
10-mar-15,3,10,mar,3,16,1.68,11.9,24.7,36.6,12,42,30,719.6,0,94,0.006,15.88,6,122
10-mar-15,3,10,mar,3,17,1.79,14.2,31.7,45.9,7,36,23,720.1,0.22,93,0.003,15.26,3.9,124
10-mar-15,3,10,mar,3,18,1.96,15.7,34,49.7,6,40,18,720.5,0.14,94,0.001,14.62,3.9,338
10-mar-15,3,10,mar,3,19,2.03,29.6,40.6,70.2,3,41,20,720.9,0.19,95,0,14.63,4.2,327
10-mar-15,3,10,mar,3,20,1.92,20.6,39.8,60.4,3,41,33,721.5,0.34,96,0,14.58,2.6,61
10-mar-15,3,10,mar,3,21,1.94,27.6,36.7,64.3,5,50,37,722,0.11,96,0,14.62,4.8,105
10-mar-15,3,10,mar,3,22,1.47,6.7,24,30.7,17,46,5,722.3,0.01,96,0,14.31,5.9,121
11-mar-15,3,11,mié,4,2,1.35,3,22.8,25.8,18,21,7,721.1,0.16,95,0.04,13.25,4.1,277
11-mar-15,3,11,mié,4,3,1.41,2.9,15.9,18.8,21,36,12,721.1,0.03,95,0.056,13.16,3,309
11-mar-15,3,11,mié,4,4,1.48,4.6,18.8,23.4,16,26,11,721.2,0,95,0.049,13.16,1.8,197
11-mar-15,3,11,mié,4,5,1.63,13.1,34.2,47.3,7,29,10,721.6,0,95,0.035,13.38,2.1,154
11-mar-15,3,11,mié,4,6,2.44,55.2,40.8,96,2,37,37,722.4,0,95,0.01,13.65,2.2,212
11-mar-15,3,11,mié,4,7,2.3,54.2,40,94.2,4,41,25,723,0,95,0.019,14.04,4.1,325
11-mar-15,3,11,mié,4,8,1.68,15.6,31.4,47,7,44,16,723.8,0,94,0.034,14.19,2.7,332
11-mar-15,3,11,mié,4,9,1.56,10.6,21.2,31.8,11,39,14,724.5,0,93,0.068,14.32,4.8,353
11-mar-15,3,11,mié,4,10,1.61,15.4,22.7,38.1,12,41,5,724.4,0,91,0.203,15.57,3.8,307
11-mar-15,3,11,mié,4,11,1.47,8.9,16.1,25,22,41,6,724.1,0,84,0.351,16.91,4.2,353
11-mar-15,3,11,mié,4,12,1.49,8.2,16.6,24.8,25,26,8,723.7,0,79,0.371,17.64,5,10
11-mar-15,3,11,mié,4,13,1.41,6.8,14,20.8,28,58,25,723.4,0,77,0.312,17.72,6.1,21
11-mar-15,3,11,mié,4,14,1.39,5.6,11.6,17.2,31,53,9,723,0,72,0.38,18.56,5.2,11
11-mar-15,3,11,mié,4,16,1.43,4.8,12,16.8,30,57,15,723,0,68,0.137,18.48,7.1,27
11-mar-15,3,11,mié,4,17,1.44,5,15.2,20.2,25,42,17,723.4,0,71,0.04,17.2,7.7,27
11-mar-15,3,11,mié,4,18,1.68,8.3,26.8,35.1,15,54,12,723.5,0,75,0.008,16.44,2.2,38
11-mar-15,3,11,mié,4,20,2.2,30.8,43.4,74.2,3,85,26,723.9,0,75,0,15.72,3.3,20
11-mar-15,3,11,mié,4,22,1.66,9.2,27.2,36.4,10,125,15,724.2,0,86,0,14.23,4.4,127
11-mar-15,3,11,mié,4,23,1.83,20.3,33.2,53.5,4,70,12,724,0,88,0.009,13.19,1.8,249
12-mar-15,3,12,jue,5,0,1.81,41,30.3,71.3,2,88,20,723.8,0,90,0,13.12,3.1,321
12-mar-15,3,12,jue,5,1,1.74,50,28.3,78.3,2,115,27,723.6,0,92,0.002,12.11,1.1,331
12-mar-15,3,12,jue,5,2,1.78,61.1,27.3,88.4,2,116,33,723.4,0,93,0.012,11.61,1.1,351
12-mar-15,3,12,jue,5,3,1.49,26.3,25.7,52,2,109,7,723.2,0,94,0.02,11.45,4,354
12-mar-15,3,12,jue,5,4,1.39,7.6,24.2,31.8,3,80,30,722.9,0,95,0.013,10.92,2.1,335
12-mar-15,3,12,jue,5,5,1.44,10.4,24.9,35.3,3,48,21,722.7,0,96,0.01,10.8,3,313
12-mar-15,3,12,jue,5,6,1.64,44.2,27.3,71.5,2,36,15,723,0,96,0,10.49,3.7,334
12-mar-15,3,12,jue,5,7,2,83.4,26.6,110,3,65,13,723.5,0,96,0.061,9.95,4.2,318
12-mar-15,3,12,jue,5,8,1.63,24.5,23.2,47.7,7,112,18,724,0,96,0.174,10.68,4,343
12-mar-15,3,12,jue,5,9,1.62,20.3,20.2,40.5,14,68,6,724,0,95,0.41,14.26,4.2,43
12-mar-15,3,12,jue,5,10,1.45,11.6,16,27.6,21,99,20,723.6,0,89,0.576,16.76,4.1,11
12-mar-15,3,12,jue,5,11,1.43,8.6,15.1,23.7,30,68,6,723,0,71,0.692,18.63,5,5
12-mar-15,3,12,jue,5,12,1.42,6,12.3,18.3,38,59,9,722.1,0,60,0.735,20.86,4,12
12-mar-15,3,12,jue,5,13,1.45,7.6,10.3,17.9,46,58,17,721.2,0,56,0.721,21.29,6.3,93
12-mar-15,3,12,jue,5,14,1.42,5.2,11.6,16.8,53,78,29,720.5,0,50,0.647,22.69,5.3,102
12-mar-15,3,12,jue,5,15,1.43,5.5,13.4,18.9,54,70,7,719.9,0,49,0.533,23.17,7.8,103
12-mar-15,3,12,jue,5,16,1.49,7.3,16.5,23.8,54,75,39,719.6,0,52,0.355,22.34,9.8,119
12-mar-15,3,12,jue,5,17,1.63,5.9,19.4,25.3,58,92,21,719.5,0,55,0.157,21.59,10.5,127
12-mar-15,3,12,jue,5,18,1.65,6.2,26.4,32.6,54,113,42,719.9,0,59,0.018,20.34,10.2,129
12-mar-15,3,12,jue,5,19,1.89,5.3,36.7,42,44,122,52,720.4,0,62,0,19.41,8.4,126
12-mar-15,3,12,jue,5,20,1.88,8.5,42.7,51.2,34,137,45,720.8,0,63,0,18.83,7.6,115
12-mar-15,3,12,jue,5,21,1.81,7.3,43.1,50.4,29,152,36,721,0,66,0,18.14,8.1,104
12-mar-15,3,12,jue,5,22,1.77,4,35.4,39.4,28,197,47,720.9,0,68,0,17.37,4.6,113
12-mar-15,3,12,jue,5,23,1.6,4.2,27.8,32,27,146,31,720.3,0,69,0,17.21,5.4,111
13-mar-15,3,13,vie,6,0,1.53,3.8,24.6,28.4,24,108,34,720,0,71,0,16.23,2.9,115
13-mar-15,3,13,vie,6,1,1.67,3.6,32,35.6,15,84,22,720,0,74,0,15.61,1.4,10
13-mar-15,3,13,vie,6,2,1.49,6,34.3,40.3,5,103,32,719.6,0,80,0,14.77,3.8,355
13-mar-15,3,13,vie,6,3,1.39,3.4,25.8,29.2,9,86,16,719.4,0,83,0,14.52,0.9,319
13-mar-15,3,13,vie,6,4,1.42,7.2,31.7,38.9,6,67,40,719.3,0,83,0,14.56,0.9,303
13-mar-15,3,13,vie,6,5,1.47,8.7,34.7,43.4,5,75,13,719.7,0,81,0,14.86,1.6,295
13-mar-15,3,13,vie,6,6,2.11,41.6,40.5,82.1,3,82,33,720.2,0,80,0,15.08,1.5,127
13-mar-15,3,13,vie,6,7,2.76,91.7,42.8,134.5,3,131,32,720.6,0,81,0.011,14.96,1.6,265
13-mar-15,3,13,vie,6,8,2.99,95.5,45.3,140.8,3,184,40,721.6,0.03,83,0.022,15.14,1.6,244
13-mar-15,3,13,vie,6,9,2.96,79.8,47.6,127.4,4,116,35,721.8,0,87,0.074,15.25,2.6,269
13-mar-15,3,13,vie,6,10,2.17,39.6,42,81.6,7,114,47,721.9,0.02,86,0.119,15.93,5.1,312
13-mar-15,3,13,vie,6,11,1.7,12.3,28.7,41,16,98,34,721.6,0,85,0.175,16.08,4.5,323
13-mar-15,3,13,vie,6,13,1.61,7.4,26.1,33.5,31,60,17,720.1,0,73,0.202,17.85,4.1,316
13-mar-15,3,13,vie,6,14,1.72,5.9,31.6,37.5,27,63,42,719.9,0.04,75,0.068,15.92,0.9,0
13-mar-15,3,13,vie,6,15,1.93,12.6,43.6,56.2,20,63,44,720,0.06,81,0.062,15.05,1.8,122
13-mar-15,3,13,vie,6,16,1.96,12.8,44,56.8,22,81,39,719.8,0.03,85,0.154,15.51,3.5,88
13-mar-15,3,13,vie,6,17,1.84,10.3,37.9,48.2,24,83,9,719.8,0,77,0.172,17.47,3.4,19
13-mar-15,3,13,vie,6,18,2.05,8.8,46.9,55.7,17,58,33,720,0,72,0.036,17.15,2.6,7
13-mar-15,3,13,vie,6,19,3.13,53.2,62.2,115.4,3,70,24,720.5,0,79,0.04,15.05,2.5,24
13-mar-15,3,13,vie,6,20,3.38,83,59,142,3,68,26,720.9,0,81,0.062,14.58,1.7,317
13-mar-15,3,13,vie,6,21,4.7,205.7,63.7,269.4,3,83,38,721.4,0,83,0.076,14.7,2.3,213
17-mar-15,3,17,mar,3,14,1.52,7.3,12.8,20.1,30,60,28,720.7,0,82,0.264,19.44,10.2,86
18-mar-15,3,18,mié,4,11,2.04,31.7,32.1,63.8,8,68,25,720.9,0,95,0.25,18.7,5.3,347
18-mar-15,3,18,mié,4,12,1.85,16.3,23.3,39.6,15,65,17,720.3,0,90,0.287,19.99,5.2,8
18-mar-15,3,18,mié,4,13,1.62,6.9,13.9,20.8,22,76,22,719.6,0,85,0.269,20.79,4.1,18
18-mar-15,3,18,mié,4,14,1.68,7.6,15.9,23.5,30,63,6,719,0,79,0.352,22.19,4.9,79
18-mar-15,3,18,mié,4,16,1.6,9.2,15.7,24.9,27,89,6,718,0,72,0.257,23.03,5.5,115
18-mar-15,3,18,mié,4,17,1.78,9.1,21.6,30.7,31,74,21,717.9,0,73,0.168,22.86,4.9,121
18-mar-15,3,18,mié,4,18,2.05,11.9,30.8,42.7,26,127,36,717.9,0,78,0.019,21.56,6,117
18-mar-15,3,18,mié,4,19,2.07,8.2,40,48.2,17,186,53,718.2,0,83,0.294,20.44,7.4,116
18-mar-15,3,18,mié,4,20,2.19,11.6,43.5,55.1,11,191,32,718.6,0,87,0.23,19.71,5.9,122
19-mar-15,3,19,jue,5,1,3.26,106.8,42.1,148.9,3,234,68,718.5,0,94,0.371,17.4,0.9,346
19-mar-15,3,19,jue,5,8,4,190.3,48.1,238.4,4,394,70,718.5,0,94,0.517,18.83,0.9,136
19-mar-15,3,19,jue,5,9,3.46,106.4,57,163.4,5,388,57,718.6,0,90,0.188,20.63,0.9,12
19-mar-15,3,19,jue,5,10,2.46,30,47,77,13,346,54,718.5,0,81,0.344,22.3,2.5,353
19-mar-15,3,19,jue,5,11,2.03,15.4,33.2,48.6,25,184,44,718.1,0,74,0.435,23.87,4.3,77
19-mar-15,3,19,jue,5,12,1.87,12.1,30,42.1,31,168,90,717.7,0,74,0.382,23.5,6.6,58
19-mar-15,3,19,jue,5,13,1.66,6.8,17.9,24.7,44,184,59,717.3,0,71,0.493,24.13,7.5,93
19-mar-15,3,19,jue,5,14,1.67,7.1,15.7,22.8,41,138,38,716.8,0,72,0.457,24.04,10.3,108
19-mar-15,3,19,jue,5,15,1.67,8.4,14.2,22.6,31,127,30,716.5,0,71,0.377,23.96,11,99
19-mar-15,3,19,jue,5,16,1.67,7.5,15,22.5,28,146,40,716.6,0,72,0.219,23.5,10.8,111
19-mar-15,3,19,jue,5,17,1.72,7.9,16.2,24.1,27,126,27,716.8,0,74,0.093,23.06,8.5,117
19-mar-15,3,19,jue,5,18,1.77,9.8,19.8,29.6,15,139,18,717.1,0,78,0.011,22.19,7.1,84
19-mar-15,3,19,jue,5,19,1.9,16.8,25.5,42.3,4,132,41,717.6,0,84,0,21.19,6,84
19-mar-15,3,19,jue,5,20,1.85,10.9,22.5,33.4,6,140,43,718.1,0,86,0,20.94,7.9,102
19-mar-15,3,19,jue,5,21,1.83,13.1,24.6,37.7,4,115,35,718.5,0,87,0,20.59,8.9,103
19-mar-15,3,19,jue,5,22,1.78,8.6,16,24.6,10,152,38,718.7,0,86,0,20.93,9.7,114
19-mar-15,3,19,jue,5,23,1.64,6.1,12.4,18.5,12,86,20,718.6,0,86,0,20.82,10.1,111
20-mar-15,3,20,vie,6,0,1.57,4.6,8.2,12.8,13,72,29,718.7,0,90,0,20.2,8.6,107
20-mar-15,3,20,vie,6,1,1.49,4.2,7.5,11.7,11,64,22,718.8,0,93,0,19.81,3.9,92
20-mar-15,3,20,vie,6,2,1.5,3.1,11.6,14.7,7,65,33,718.7,0,94,0,19.67,2,56
20-mar-15,3,20,vie,6,3,1.49,3.2,11,14.2,6,119,18,718.3,0,95,0,19.32,2.1,29
20-mar-15,3,20,vie,6,4,1.53,4,13,17,5,119,35,718.3,0,95,0,19.2,2,49
20-mar-15,3,20,vie,6,5,1.59,6.7,16,22.7,3,105,31,718.8,0,96,0,19.15,2.2,56
20-mar-15,3,20,vie,6,6,1.83,20.5,19.4,39.9,2,110,39,719.4,0,96,0,19.01,1.2,88
20-mar-15,3,20,vie,6,7,2.21,52.1,20.1,72.2,3,160,26,719.7,0,96,0.042,19.36,2.3,321
20-mar-15,3,20,vie,6,8,2.1,34.7,22.6,57.3,4,169,61,720.1,0,94,0.13,20.63,0.9,22
20-mar-15,3,20,vie,6,9,2.18,38,28.7,66.7,7,160,8,720.6,0,89,0.256,22.24,1.1,21
20-mar-15,3,20,vie,6,10,2.27,31,37.8,68.8,11,237,61,720.8,0,82,0.247,22.91,4.6,110
20-mar-15,3,20,vie,6,11,1.81,13.5,22.9,36.4,19,243,63,720.7,0,80,0.266,22.94,7.5,110
20-mar-15,3,20,vie,6,12,1.8,9.7,18.9,28.6,30,146,54,720.6,0,82,0.276,22.72,9.2,108
20-mar-15,3,20,vie,6,13,1.76,7.7,18.2,25.9,33,153,37,720,0,80,0.237,23.12,8.8,112
20-mar-15,3,20,vie,6,14,1.79,7.3,20,27.3,33,140,60,719.7,0,80,0.123,23.05,6.9,112
20-mar-15,3,20,vie,6,15,1.68,6.8,17.3,24.1,37,184,53,719.6,0,78,0.284,24.08,3.8,78
20-mar-15,3,20,vie,6,16,1.77,6.3,19.9,26.2,38,161,42,719.3,0,74,0.141,24.48,6.6,106
20-mar-15,3,20,vie,6,17,1.91,7.4,21.7,29.1,27,166,72,719.6,0,76,0.06,23.64,6.3,97
20-mar-15,3,20,vie,6,18,2.02,8.4,30.9,39.3,20,144,80,719.5,0,79,0.012,22.89,7.4,127
20-mar-15,3,20,vie,6,19,2.11,11.8,33.2,45,11,177,76,720,0,84,0,22.16,4.6,82
20-mar-15,3,20,vie,6,20,2.27,17.1,36.2,53.3,4,187,69,720.5,0,86,0,21.9,3.9,70
20-mar-15,3,20,vie,6,21,1.88,9.8,20.6,30.4,9,174,57,720.9,0,87,0,21.66,6.6,86
20-mar-15,3,20,vie,6,22,1.82,9,17.4,26.4,11,128,74,720.9,0.04,92,0,20.7,7.7,100
20-mar-15,3,20,vie,6,23,1.81,9.1,22,31.1,4,75,57,720.8,0.05,94,0,20.07,4.6,16
21-mar-15,3,21,sáb,7,0,1.62,6,14.3,20.3,7,80,33,720.7,0.12,95,0,19.36,5.2,335
21-mar-15,3,21,sáb,7,1,1.5,3.6,8.3,11.9,10,44,6,720.8,0.05,96,0.001,18.25,8.1,359
21-mar-15,3,21,sáb,7,4,1.43,3.5,6.5,10,13,22,11,720.1,0.04,95,0.017,16.2,9.2,346
21-mar-15,3,21,sáb,7,6,1.55,4.8,11.6,16.4,11,23,8,720.6,0.13,96,0.013,15.67,6.6,327
21-mar-15,3,21,sáb,7,12,1.75,10.9,21.9,32.8,24,21,8,721.1,0,82,0.235,20.29,3.6,68
21-mar-15,3,21,sáb,7,13,1.67,7.4,16.5,23.9,24,33,18,720.2,0,81,0.214,20.28,3.9,34
21-mar-15,3,21,sáb,7,14,1.67,7.7,14.1,21.8,25,44,18,719.3,0,81,0.135,20.37,4.4,38
21-mar-15,3,21,sáb,7,15,1.72,7.3,13.5,20.8,30,44,16,718.9,0,78,0.321,21.59,3.9,38
21-mar-15,3,21,sáb,7,17,1.9,7,22.3,29.3,36,58,48,718.7,0,74,0.07,22.52,3.7,118
21-mar-15,3,21,sáb,7,18,2.18,8.2,30.8,39,24,94,40,719.2,0.08,79,0.005,20.7,3.1,106
21-mar-15,3,21,sáb,7,19,2.18,6.4,38.2,44.6,10,86,20,719.6,0.04,88,0,18.91,2.7,73
21-mar-15,3,21,sáb,7,20,2.07,9.4,27.5,36.9,10,53,9,719.9,0,92,0.013,18.96,5.8,98
21-mar-15,3,21,sáb,7,21,2.12,15,24.6,39.6,9,65,29,720.5,0,93,0.006,18.72,6.2,113
21-mar-15,3,21,sáb,7,22,2.13,11.3,25.3,36.6,8,51,25,720.7,0,94,0,18.63,5.9,124
21-mar-15,3,21,sáb,7,23,2.07,10.5,25,35.5,6,60,38,720.5,0,95,0.015,18.42,6.2,124
22-mar-15,3,22,dom,1,0,1.86,5.5,17.8,23.3,8,50,6,720.3,0,95,0.038,18.12,5.7,111
22-mar-15,3,22,dom,1,1,1.77,5.5,10.6,16.1,15,45,23,720.4,0,96,0,18.01,7.1,119
22-mar-15,3,22,dom,1,2,1.59,4.3,10.9,15.2,17,27,14,720.3,0,96,0,17.84,6.1,108
22-mar-15,3,22,dom,1,4,1.56,4,8.9,12.9,15,43,5,720.2,0,96,0,17.53,1.5,74
22-mar-15,3,22,dom,1,6,1.58,5,11.9,16.9,12,53,48,720.8,0,96,0,17.6,0.9,54
22-mar-15,3,22,dom,1,7,1.72,7,17.1,24.1,8,54,32,721.1,0,96,0.021,17.79,2,347
22-mar-15,3,22,dom,1,8,1.75,11.5,16.7,28.2,10,59,11,721.5,0,96,0.189,19.48,3.4,319
22-mar-15,3,22,dom,1,9,1.74,9.4,15,24.4,16,67,36,721.7,0,90,0.311,21.33,3.4,321
22-mar-15,3,22,dom,1,10,1.76,7.4,14.1,21.5,28,71,15,721.6,0,77,0.551,23.61,2.4,356
22-mar-15,3,22,dom,1,11,1.71,5.5,12.4,17.9,37,94,21,721.2,0,70,0.694,24.46,6.2,348
22-mar-15,3,22,dom,1,14,1.58,5.3,9.3,14.6,46,57,7,719.1,0,41,0.652,29.15,6.6,36
22-mar-15,3,22,dom,1,15,1.62,5.9,11.1,17,49,39,12,718.7,0,41,0.434,29.35,6.1,104
22-mar-15,3,22,dom,1,16,1.73,6.5,11.2,17.7,43,54,51,718.7,0,57,0.324,27.39,13.9,111
22-mar-15,3,22,dom,1,17,1.7,5.3,12.1,17.4,42,104,50,718.9,0,65,0.201,26.1,14.8,119
22-mar-15,3,22,dom,1,18,1.73,6,13.6,19.6,32,88,53,719.4,0,70,0.028,24.5,14.3,116
22-mar-15,3,22,dom,1,19,1.84,6.8,17.1,23.9,24,101,27,720.1,0,75,0,23.32,11.7,121
22-mar-15,3,22,dom,1,20,1.85,6.4,19.2,25.6,22,83,40,720.8,0,78,0,22.67,9.1,126
22-mar-15,3,22,dom,1,21,1.95,6.5,23.6,30.1,17,95,26,721.4,0,78,0,22.34,6.7,123
22-mar-15,3,22,dom,1,22,2.02,8.6,30,38.6,11,101,33,721.8,0,79,0,21.91,4.9,127
22-mar-15,3,22,dom,1,23,1.95,8.8,34.3,43.1,7,140,37,721.9,0,81,0,21.14,2.1,146
23-mar-15,3,23,lun,2,0,1.98,8.8,31.5,40.3,7,127,68,721.7,0,83,0,20.44,1.2,216
23-mar-15,3,23,lun,2,1,1.67,3.5,22.8,26.3,10,116,25,721.5,0,85,0,19.86,1.1,182
23-mar-15,3,23,lun,2,2,1.74,5.9,19.9,25.8,8,80,24,721.4,0,88,0.028,18.84,2.1,17
23-mar-15,3,23,lun,2,3,1.59,3.4,13.5,16.9,11,86,8,721.4,0,91,0.062,17.72,0.9,279
23-mar-15,3,23,lun,2,4,1.81,18.3,26.8,45.1,3,65,26,721.2,0,92,0.112,18.05,1.7,281
23-mar-15,3,23,lun,2,5,2.05,47.5,29,76.5,3,105,40,721.3,0,92,0.104,17.57,0.9,260
23-mar-15,3,23,lun,2,6,2.87,105.2,32,137.2,3,128,20,721.5,0,93,0.04,17.16,0.9,154
23-mar-15,3,23,lun,2,7,4.2,197.6,35.5,233.1,3,221,56,721.9,0,92,0.082,18.01,0.9,34
