Date,Month,Day,DayWeek,WeekDay,Hour,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
17-may-15,5,17,dom,1,0,2.17,5.2,8.9,14.1,13,208,55,715.6,0,88,0.025,25.32,8.4,95
17-may-15,5,17,dom,1,1,2.09,4.6,6.2,10.8,13,78,59,715.3,0,91,0.068,24.8,9.8,103
17-may-15,5,17,dom,1,2,2.01,3.9,4.3,8.2,16,89,43,715.1,0,91,0.066,24.83,8.1,106
17-may-15,5,17,dom,1,10,2.13,4.6,7.9,12.5,36,136,42,717.1,0,71,0.67,29.81,6,60
17-may-15,5,17,dom,1,11,2.1,3.7,5.6,9.3,40,122,13,717.2,0,63,0.765,31.18,7.9,63
17-may-15,5,17,dom,1,12,2.07,4.3,5.4,9.7,39,84,25,717.1,0,59,0.771,32.83,10,61
17-may-15,5,17,dom,1,13,2.15,5.4,8.1,13.5,38,99,28,717.1,0,62,0.406,32.12,12,86
17-may-15,5,17,dom,1,15,2.21,5.6,9.7,15.3,30,52,17,716.9,0,71,0.297,29.7,13.2,135
17-may-15,5,17,dom,1,16,2.19,4.8,11,15.8,24,104,77,717.6,0.05,78,0.694,26.7,8.7,139
17-may-15,5,17,dom,1,17,2.26,4.5,13.4,17.9,25,68,31,718.1,0,86,0.424,23.93,4.9,326
17-may-15,5,17,dom,1,18,2.31,5.5,19.3,24.8,19,55,12,718,0,80,0.106,26.49,3.1,305
17-may-15,5,17,dom,1,19,2.45,4.5,22.9,27.4,13,80,61,718.1,0,81,0.009,25.86,2.1,137
17-may-15,5,17,dom,1,20,2.62,8.7,23.7,32.4,9,102,48,718.6,0,81,0.001,26.71,6.9,123
17-may-15,5,17,dom,1,21,2.42,6.9,17.1,24,13,87,26,719.2,0,80,0,26.75,8.5,105
17-may-15,5,17,dom,1,22,2.45,6.2,17.7,23.9,11,100,42,719.4,0,82,0,26.18,5.3,102
17-may-15,5,17,dom,1,23,2.46,9.4,22.6,32,4,162,60,719.1,0,85,0.003,25.29,3.5,343
18-may-15,5,18,lun,2,0,2.26,6.8,20.2,27,4,120,47,718.9,0,89,0.008,24.66,4.2,22
18-may-15,5,18,lun,2,1,2.17,3.2,14.6,17.8,9,92,32,718.7,0,91,0.002,24.37,4.1,91
18-may-15,5,18,lun,2,2,2.02,2.9,8,10.9,14,53,30,718.5,0,92,0.003,24.24,7.5,102
18-may-15,5,18,lun,2,6,2.28,10.3,14.8,25.1,10,85,28,719.2,0,92,0.02,22.87,6.1,106
18-may-15,5,18,lun,2,7,2.23,8.3,13.6,21.9,14,84,30,719.7,0,91,0.045,23.22,6,109
18-may-15,5,18,lun,2,8,2.32,8.4,14,22.4,14,85,21,720.1,0,90,0.147,24.05,5.4,113
18-may-15,5,18,lun,2,9,2.27,10,13.3,23.3,16,117,30,720.1,0,88,0.203,24.59,7.7,100
18-may-15,5,18,lun,2,10,2.17,6.8,8.5,15.3,29,69,15,720.2,0,81,0.574,26.22,9.2,105
18-may-15,5,18,lun,2,11,2.12,5.9,7.8,13.7,36,97,12,720.2,0,72,0.709,27.71,11.2,105
18-may-15,5,18,lun,2,12,2.16,5.8,8.9,14.7,34,96,39,720,0,72,0.561,27.98,12.2,95
